V1,V2,V3,V4,V5
0.6857221494150029,0.9744638296845587,0.4137660441646766,0.7863870478180873,0.9330786384762936
0.7179196959611137,1.0031933623516924,0.5809748889431292,0.7994533417422002,0.959436169355264
0.7094701918816992,0.8556878613425175,0.6093123251525042,0.7789936186566723,0.968216602148023
0.7381048043771141,0.9393246867206031,0.4667655227066235,0.7882097370276389,0.9641696491676554
0.6837395928042419,0.9066823425393064,0.5737952955153136,0.7323618785378984,0.9601257332385896
0.7601865840797459,0.8883758855733299,0.6130098873168319,0.8008731139727432,0.9442023659327157
0.7732245633579383,0.9365304638623707,0.5684119620405034,0.7023824697388096,1.0116436814165324
0.6950624150781782,0.9070699550723618,0.5751258965923822,0.8142696758989251,0.8350709741304243
0.7573035759380159,0.9160134079207686,0.5940783881195382,0.8358335895592987,1.1006934694005586
0.730624714255215,0.9222090202438582,0.6509159842498748,0.8970023980036967,0.9385306313175336
0.7318383786172074,0.8620197089754869,0.5293028904979294,0.8316976695201821,0.9811635985609168
0.7495678550732288,0.9008951609134204,0.7124060758331885,0.8524573364966523,0.8964140094157084
0.6539920805401161,0.7674940147998891,0.4958976063089739,0.743749028904432,0.9574743976567281
0.720745515966972,0.9483576981322743,0.7912305668876829,0.7103540921400375,0.9625673443734556
0.6711668803822561,0.9187338534690752,0.4904278959397521,0.8643426379782283,1.0229641408001118
0.7543734564014135,0.7960458929784304,0.5086397202627619,0.7590669567959194,1.0489037318893273
0.6003117820220357,0.7993845437836025,0.5086355181668857,0.7672395430719996,0.8875078529750278
0.726531182458407,0.9896159394054095,0.5435249847725998,0.8077430191289571,0.959381583388799
0.7478725267636506,1.0776480207848949,0.5236095948703722,0.8015256691749869,1.036129640444758
0.773856747838615,0.9876576165663545,0.4243018391067506,0.7542880491397588,0.975874797551056
0.7762527765973335,0.9160983143667598,0.5326312541856079,0.8620349062182264,0.9746145578217978
0.6239608055504277,0.9423554610051502,0.5283220087911514,0.8106764002397726,1.0196350655419921
0.5529119695278933,0.9073656402030204,0.5468318190644781,0.7727626908948937,0.8495563248181418
0.7632546118840233,0.7688019011766047,0.5584608696240174,0.7195475746477685,1.0078818787179469
0.7258518943205812,0.9574981551156972,0.6291804340875808,0.7431298464940458,1.019592946590943
0.7313379086006273,0.9903306080828149,0.3791830903591768,0.7679396950609578,1.0445150204316707
0.7950919484737274,0.9950020282294029,0.5386469719051951,0.8027521929693605,0.9967129718622678
0.6393962678118207,0.9457254232242357,0.5717403793349876,0.8105888057592069,1.007707050266097
0.7068059376151052,0.8825370407545502,0.4785822273767177,0.7338622801782183,0.9578585937419654
0.6988718259264011,1.024226307608999,0.6123251660463895,0.7902158515605078,0.9606773751923376
0.7323387936267614,0.891671464120902,0.5813196566515496,0.8596273261080247,0.9594927666985021
0.7187010833912045,1.038627418101166,0.649456681604395,0.8278082529570568,0.95660348815194
0.7538942631753414,0.9554750498694293,0.43984268355041195,0.827384024853759,0.9870201664507751
0.6532690707076901,1.017760159928006,0.5255306107455877,0.8408104221954523,0.9148007101055824
0.7583026360199312,0.857692144171439,0.4992599845385898,0.8777274468961586,1.0050301035755942
0.7839699378664231,0.9702191562274289,0.47515003355443686,0.8568748100394323,1.0027463195102633
0.7391328404096377,0.8528913444101666,0.5750556207818176,0.768860345780324,0.9966470678304475
0.7050253385686353,0.9249525613237746,0.5977413788007523,0.7416616537535148,1.0619793780837539
0.7254924515379907,0.9605143488306427,0.6379379674433472,0.741113404394421,0.9440547643983757
0.8098058542438092,0.8972301110028601,0.52884508722594,0.8441730902993769,0.9290361564503805
0.6679089787553995,0.8397366840515744,0.5747529254394805,0.9052084630345967,1.0271148783935056
0.7006611501737791,0.939966411631532,0.4615881732152398,0.8083812624412163,1.0102549573740331
0.6930984054757146,1.0294445009118032,0.5397260925499477,0.8200189751142355,1.1117790690176224
0.6165437230705854,0.8438248814413875,0.6324856678196265,0.7534390346761483,1.0548836696575528
0.7652494069085443,0.8886573925116197,0.5004206069508672,0.795578326257115,0.8602198697697732
0.706891035768807,0.9345518940049243,0.4972642861260152,0.7654179429585434,0.9924746051093204
0.7098368296936347,0.9304845318473344,0.506296232230413,0.845617365474856,0.8963271200481568
0.7229936091174327,0.9390129887189713,0.49893596959203773,0.7013263026775363,1.012365694803705
0.8003115064224657,0.9160129616761092,0.46162327871186803,0.6439825277058016,1.0039631082003553
0.7898236057194896,0.964587131395468,0.5134922558913269,0.7807004497939933,0.9144759591444246
